replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Log Pis Mean,trainer/Log Pis Std,trainer/Log Pis Max,trainer/Log Pis Min,trainer/Policy mu Mean,trainer/Policy mu Std,trainer/Policy mu Max,trainer/Policy mu Min,trainer/Policy log std Mean,trainer/Policy log std Std,trainer/Policy log std Max,trainer/Policy log std Min,trainer/Alpha,trainer/Alpha Loss,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,exploration/env_infos/final/reward_run Mean,exploration/env_infos/final/reward_run Std,exploration/env_infos/final/reward_run Max,exploration/env_infos/final/reward_run Min,exploration/env_infos/initial/reward_run Mean,exploration/env_infos/initial/reward_run Std,exploration/env_infos/initial/reward_run Max,exploration/env_infos/initial/reward_run Min,exploration/env_infos/reward_run Mean,exploration/env_infos/reward_run Std,exploration/env_infos/reward_run Max,exploration/env_infos/reward_run Min,exploration/env_infos/final/reward_ctrl Mean,exploration/env_infos/final/reward_ctrl Std,exploration/env_infos/final/reward_ctrl Max,exploration/env_infos/final/reward_ctrl Min,exploration/env_infos/initial/reward_ctrl Mean,exploration/env_infos/initial/reward_ctrl Std,exploration/env_infos/initial/reward_ctrl Max,exploration/env_infos/initial/reward_ctrl Min,exploration/env_infos/reward_ctrl Mean,exploration/env_infos/reward_ctrl Std,exploration/env_infos/reward_ctrl Max,exploration/env_infos/reward_ctrl Min,exploration/env_infos/final/height Mean,exploration/env_infos/final/height Std,exploration/env_infos/final/height Max,exploration/env_infos/final/height Min,exploration/env_infos/initial/height Mean,exploration/env_infos/initial/height Std,exploration/env_infos/initial/height Max,exploration/env_infos/initial/height Min,exploration/env_infos/height Mean,exploration/env_infos/height Std,exploration/env_infos/height Max,exploration/env_infos/height Min,exploration/env_infos/final/reward_angular Mean,exploration/env_infos/final/reward_angular Std,exploration/env_infos/final/reward_angular Max,exploration/env_infos/final/reward_angular Min,exploration/env_infos/initial/reward_angular Mean,exploration/env_infos/initial/reward_angular Std,exploration/env_infos/initial/reward_angular Max,exploration/env_infos/initial/reward_angular Min,exploration/env_infos/reward_angular Mean,exploration/env_infos/reward_angular Std,exploration/env_infos/reward_angular Max,exploration/env_infos/reward_angular Min,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,evaluation/env_infos/final/reward_run Mean,evaluation/env_infos/final/reward_run Std,evaluation/env_infos/final/reward_run Max,evaluation/env_infos/final/reward_run Min,evaluation/env_infos/initial/reward_run Mean,evaluation/env_infos/initial/reward_run Std,evaluation/env_infos/initial/reward_run Max,evaluation/env_infos/initial/reward_run Min,evaluation/env_infos/reward_run Mean,evaluation/env_infos/reward_run Std,evaluation/env_infos/reward_run Max,evaluation/env_infos/reward_run Min,evaluation/env_infos/final/reward_ctrl Mean,evaluation/env_infos/final/reward_ctrl Std,evaluation/env_infos/final/reward_ctrl Max,evaluation/env_infos/final/reward_ctrl Min,evaluation/env_infos/initial/reward_ctrl Mean,evaluation/env_infos/initial/reward_ctrl Std,evaluation/env_infos/initial/reward_ctrl Max,evaluation/env_infos/initial/reward_ctrl Min,evaluation/env_infos/reward_ctrl Mean,evaluation/env_infos/reward_ctrl Std,evaluation/env_infos/reward_ctrl Max,evaluation/env_infos/reward_ctrl Min,evaluation/env_infos/final/height Mean,evaluation/env_infos/final/height Std,evaluation/env_infos/final/height Max,evaluation/env_infos/final/height Min,evaluation/env_infos/initial/height Mean,evaluation/env_infos/initial/height Std,evaluation/env_infos/initial/height Max,evaluation/env_infos/initial/height Min,evaluation/env_infos/height Mean,evaluation/env_infos/height Std,evaluation/env_infos/height Max,evaluation/env_infos/height Min,evaluation/env_infos/final/reward_angular Mean,evaluation/env_infos/final/reward_angular Std,evaluation/env_infos/final/reward_angular Max,evaluation/env_infos/final/reward_angular Min,evaluation/env_infos/initial/reward_angular Mean,evaluation/env_infos/initial/reward_angular Std,evaluation/env_infos/initial/reward_angular Max,evaluation/env_infos/initial/reward_angular Min,evaluation/env_infos/reward_angular Mean,evaluation/env_infos/reward_angular Std,evaluation/env_infos/reward_angular Max,evaluation/env_infos/reward_angular Min,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
2000,15.308028,15.21735,-4.032442,-0.0083702095,0.0053922394,0.0035143846,-0.024758479,0.0037341332,0.0042530657,0.015009307,-0.0063540256,3.689703,1.277147,7.916277,0.53864455,-4.040887,0.5072639,-2.3606763,-5.4877367,-0.0008905308,0.0023453634,0.006846895,-0.007283338,-0.0012940007,0.0016796422,0.003863437,-0.008085193,0.997004508972168,-0.0,2000,2,1000.0,0.0,1000,1000,-0.24273920146507016,0.6020014145199666,1.8613194230170635,-1.9731426173371072,-242.73920146507027,0.0,-242.73920146507027,-242.73920146507027,0.0011565164,0.6271094,0.9991012,-0.9998037,1,-242.73920146507027,0.8526880621678323,0.0,0.8526880621678323,0.8526880621678323,-0.4283262595861406,0.0,-0.4283262595861406,-0.4283262595861406,-0.14449449276245244,0.7419014953570773,2.568962916501878,-2.1582771121853717,-0.11253753900527955,0.0,-0.11253753900527955,-0.11253753900527955,-0.14460601806640624,0.0,-0.14460601806640624,-0.14460601806640624,-0.23596050985455513,0.07504518405589877,-0.01819685399532318,-0.4760635375976563,-0.1132533586980475,0.0,-0.1132533586980475,-0.1132533586980475,-0.010617404246885629,0.0,-0.010617404246885629,-0.010617404246885629,-0.06777787692456476,0.09060098544168084,0.2887703026332647,-0.3595372996947646,-0.673099062275076,0.0,-0.673099062275076,-0.673099062275076,0.24392526383902532,0.0,0.24392526383902532,0.24392526383902532,-0.016005790983281833,1.6834732456132615,8.254066439963307,-4.7987384983021375,25000,25,1000.0,0.0,1000,1000,-0.061655687839352914,0.04645408528734774,1.037032321821511,-1.7908401373112917,-61.65568783935276,37.956652496914785,-1.7430246912141676,-127.82818387544259,-0.00032286678,0.0012183285,0.0033706154,-0.0030970639,25,-61.65568783935276,-1.3877787807814458e-18,1.3109919459596879e-16,3.469446951953614e-16,-4.85722573273506e-16,-0.0064814949427522885,0.12851471828859956,0.22434198908659747,-0.2097139146283486,-0.0003425515903774475,0.015996942572575605,0.3311551100759916,-0.5966550589407693,-9.521767242404167e-07,9.032196871694713e-08,-8.074040124483873e-07,-1.1065391845477279e-06,-1.008182007353753e-06,1.1018597554707533e-07,-8.31595480121905e-07,-1.270730990654556e-06,-9.531436677516467e-07,9.47070569990422e-08,-5.854018127138262e-07,-2.6219118808512577e-06,-0.13289079734148176,3.586498425964983e-05,-0.13282862026341338,-0.13295179541974084,-0.01486736997538671,0.05116815983841858,0.06984184637252011,-0.09354990007686576,-0.13244570228663755,0.0054837339160121405,0.06984184637252011,-0.15145736867952245,-2.4712640291559036e-16,1.2817444550014574e-15,2.0365250947157577e-15,-2.7898948378784974e-15,0.08713855853323198,0.35346963360153644,1.0004870701111674,-0.6991503074264359,0.0009164246954068261,0.04053682453257712,2.0098356331804075,-1.1143119721387607,0.010298150999005884,14.259788067996851,0.7478035559979617,0.16011179400084075,0.11976123999920674,3.568427938000241,18.866190746994107,21.479362873003993,0
3000,0.716878,0.7153688,-7.3909497,3.3693051,0.82182515,6.9910636,1.6735346,3.3535771,0.8243026,7.0177054,1.5576036,3.3106728,0.885876,6.954893,0.13122892,-4.0401382,0.5058713,-2.612164,-7.0557156,-0.05492415,0.12494742,0.11609614,-0.40960276,-0.123359025,0.023514919,-0.079443745,-0.21424028,0.7388727068901062,-3.008357048034668,3000,3,1000.0,0.0,1000,1000,-0.17940411353626606,0.40027294478219877,0.9887856153587774,-1.659629592987716,-179.4041135362658,0.0,-179.4041135362658,-179.4041135362658,-0.042027973,0.5960681,0.99580455,-0.9989159,1,-179.4041135362658,-0.098875099886504,0.0,-0.098875099886504,-0.098875099886504,-0.23764348065050872,0.0,-0.23764348065050872,-0.23764348065050872,0.004310355997435358,0.593761043637976,1.9975047689545988,-2.256386026299424,-0.20892982482910158,0.0,-0.20892982482910158,-0.20892982482910158,-0.22192361354827883,0.0,-0.22192361354827883,-0.22192361354827883,-0.21423811487555502,0.07081933487645732,-0.025794965028762818,-0.4881119251251221,-0.5399934526172804,0.0,-0.5399934526172804,-0.5399934526172804,0.059950962455662594,0.0,0.059950962455662594,0.059950962455662594,-0.3764951896580736,0.24933531474483245,0.206680414868272,-0.5828936023221619,1.4159733051739303,0.0,1.4159733051739303,1.4159733051739303,0.7288705156832276,0.0,0.7288705156832276,0.7288705156832276,0.061812603148561414,1.321698957747235,5.736249258131473,-5.321310260753533,50000,50,1000.0,0.0,1000,1000,-0.05771138275844518,0.04285126166901357,1.6283336228820173,-1.174998867232433,-57.7113827584452,34.245462887063105,-2.6671680448155306,-115.2290643051037,-0.04283044,0.0954994,0.06363954,-0.26493677,25,-57.7113827584452,-3.627429741130672e-10,1.2505633222758534e-09,1.3877787807814457e-16,-5.330451635643385e-09,0.022759633440931504,0.13340119692708696,0.31665137913820446,-0.32267588033796674,-0.00023116239993575894,0.01546933288008165,0.3246333955116824,-0.3926679204518599,-0.006574059128761292,0.0012309414842723353,-0.003929068893194199,-0.008022683858871461,-0.006243359252810479,0.0012329151877954814,-0.0036460578441619876,-0.007655379921197892,-0.0065727485182806855,0.0012321307108971982,-0.002821898460388184,-0.008660676330327988,-0.11992464908853048,0.0011577046101193297,-0.11866521957787163,-0.1226421445229083,-0.003579634896706403,0.055748804453669004,0.08749386466011515,-0.08521133921495955,-0.11948176916571203,0.005639254769817233,0.08749386466011515,-0.13089464381471572,-1.929281527085805e-09,7.802183780113147e-09,3.591140172207625e-15,-3.914499107844109e-08,0.3492500869473898,0.3807024552615616,1.5238895618938104,-0.5657411453394282,0.0014481468629632323,0.043402278550484126,2.0692213905783428,-0.7486346717038781,0.016458633996080607,26.9205601270005,1.165728856001806,0.25128737200429896,0.03466479800408706,4.373408357998414,32.762108145005186,54.454480763015454,1
4000,0.62848467,0.6460879,-7.0291433,2.9954305,0.58540404,5.7904754,1.6565806,2.9803653,0.59045553,5.7233467,1.5559778,3.1993384,1.0242199,7.1534204,-0.10627723,-4.0286627,0.43692192,-2.7492843,-5.573677,-0.03719608,0.10412646,0.17413372,-0.4173359,-0.10869119,0.018987678,-0.062831186,-0.19865009,0.5472661852836609,-6.015427589416504,4000,4,1000.0,0.0,1000,1000,-0.105385562687291,0.6510820551959042,1.8698823976984762,-2.7320819646106607,-105.38556268729111,0.0,-105.38556268729111,-105.38556268729111,-0.035317827,0.59807676,0.9979657,-0.9970353,1,-105.38556268729111,-0.5650206106591793,0.0,-0.5650206106591793,-0.5650206106591793,0.10923785551068275,0.0,0.10923785551068275,0.10923785551068275,-0.01858247664064932,0.6296279797922172,1.9297443418101323,-2.5266787928893786,-0.16320288181304932,0.0,-0.16320288181304932,-0.16320288181304932,-0.18644535541534424,0.0,-0.18644535541534424,-0.18644535541534424,-0.21536590746641163,0.07469183954436777,-0.02404107749462128,-0.428745174407959,-0.031447669254684,0.0,-0.031447669254684,-0.031447669254684,-0.008894237127004937,0.0,-0.008894237127004937,-0.008894237127004937,-0.07813133747995797,0.07611440752068409,0.15484028077378134,-0.3079999035314177,0.5451942140508576,0.0,0.5451942140508576,0.5451942140508576,0.760772078301234,0.0,0.760772078301234,0.760772078301234,-0.010822356175303574,1.6561773430149864,5.39992662268182,-5.438887199557723,75000,75,1000.0,0.0,1000,1000,-0.06011302383947964,0.047016684877372254,1.4742897515109523,-1.6208777254522642,-60.11302383947971,35.8859158690422,-1.898900663107372,-119.99004593029294,-0.03383281,0.0894766,0.12060429,-0.23242268,25,-60.11302383947971,-3.2591444126817137e-10,1.0563325516818565e-09,2.7755575615628914e-16,-4.199400827076261e-09,0.0430651593191638,0.12080373945705006,0.36372078652147205,-0.19946740992401443,-0.00015093252210445724,0.014782302805469782,0.36372078652147205,-0.34095078436567744,-0.0054889746457338325,0.0018028335240792915,-0.0025408014655113223,-0.007896722853183746,-0.005921811453998091,0.0018865955953644114,-0.002694298326969147,-0.008489245921373368,-0.0054904327169805756,0.0018027038940094768,-0.002504183351993561,-0.01004478931427002,-0.12550102702379967,0.0006335974356602618,-0.12470240617166498,-0.12667237902828946,-0.008553313535972426,0.059793900492450335,0.07998650404903007,-0.09029867067119568,-0.12503832649273863,0.005783808534444544,0.07998650404903007,-0.14043928948855283,-3.868091326047528e-09,1.3158091000476503e-08,3.705443508087231e-15,-5.5712912279299535e-08,0.3587799277894881,0.4011554358092851,1.5820740978610563,-0.3072764726756672,0.0019115758618967235,0.05125149217446279,2.0699024433789037,-0.5886021756796307,0.015447102996404283,24.167251554004906,1.0819117249993724,0.24281185900326818,0.027651026997773442,3.757216879996122,29.292290147997846,83.88781228600419,2
5000,0.6710776,0.6831956,-6.953724,2.965405,0.83443403,5.7682185,0.9892662,2.9245956,0.77757263,5.8521914,1.1899443,3.1078415,0.9252887,5.991273,-0.8131552,-3.9539442,0.6882712,-1.7687056,-5.865587,0.030397095,0.2262343,0.7637744,-0.95189667,-0.0959697,0.03336571,0.010913037,-0.2087433,0.4057830572128296,-8.948222160339355,5000,5,1000.0,0.0,1000,1000,-0.07425318235604761,0.5200526517266828,1.7266567923376375,-1.6989438793870015,-74.25318235604765,0.0,-74.25318235604765,-74.25318235604765,0.04043178,0.60279465,0.9996198,-0.9978087,1,-74.25318235604765,-0.40139694941292436,0.0,-0.40139694941292436,-0.40139694941292436,0.11890529506344338,0.0,0.11890529506344338,0.11890529506344338,-0.03425767543820923,0.6726657197722737,2.067098217952808,-2.152336411826319,-0.1854268550872803,0.0,-0.1854268550872803,-0.1854268550872803,-0.19714946746826173,0.0,-0.19714946746826173,-0.19714946746826173,-0.2189976684689522,0.07036044918627432,-0.024448850750923158,-0.47158560752868656,-0.1655660737329336,0.0,-0.1655660737329336,-0.1655660737329336,-0.026539940721719613,0.0,-0.026539940721719613,-0.026539940721719613,-0.07278358719196414,0.09107115814354011,0.25145665673888146,-0.3380258709634066,0.2905503139804766,0.0,0.2905503139804766,0.2905503139804766,-0.3471462635814197,0.0,-0.3471462635814197,-0.3471462635814197,-0.010986397818172481,1.7294180787155116,5.162175674537106,-5.497609427172946,100000,100,1000.0,0.0,1000,1000,-0.0658544781324352,0.04675745225638987,1.2339978406204348,-1.3902718274560066,-65.85447813243509,33.49855033709531,-5.060689521539064,-123.52713964135174,0.039342593,0.19619393,0.455392,-0.5700748,25,-65.85447813243509,5.161997730348048e-09,1.7633286877052452e-08,7.809466240349394e-08,-1.751626052537425e-08,0.23497101246510158,0.13901152586192714,0.4765723032232927,-0.01677457264889215,-0.0003853296473800405,0.023298780422490558,0.6351003444230313,-0.527433752579915,-0.024014620572328567,0.009383509507650507,-0.009170521050691605,-0.03796871304512024,-0.03339561575651169,0.012378687869481306,-0.013057678937911987,-0.053411084413528445,-0.024023940658614042,0.009409066964138528,-0.00505426861345768,-0.059660559892654424,-0.12651537966659793,0.008825619942952312,-0.11604978425156996,-0.14016315400535126,-0.015151292278977359,0.053349797486411235,0.06574454776849761,-0.09932147802476696,-0.12607844772874602,0.010264715081986444,0.06574454776849761,-0.16449592903991966,-1.2199863137226029e-08,5.841487807167188e-08,1.1528202023063466e-07,-1.7848378114783975e-07,0.051843401788333715,0.7683802828735771,1.4426914415884982,-1.086296249088668,0.000715138830941782,0.057268407416113026,2.913543476765155,-1.3470070407623953,0.015081448000273667,22.66479408399755,1.0458820769999875,0.22905340699799126,0.02733225600240985,3.372970758995507,27.355114030993718,111.37413284700597,3
6000,0.38545585,0.39314324,-6.787668,2.886391,0.7047498,5.6190996,1.4252462,2.881308,0.6903205,5.7613435,1.4534359,2.9628,0.9425316,6.0590267,-0.123184204,-3.7893188,0.87407285,-0.35214424,-7.1150546,0.012684566,0.24700119,0.5227503,-1.1455765,-0.10251825,0.042259954,-0.0114533305,-0.36219063,0.3022725582122803,-11.683359146118164,6000,6,1000.0,0.0,1000,1000,-0.21230939369024981,0.7656615673787891,2.0765164192372767,-2.4197893896900684,-212.30939369024992,0.0,-212.30939369024992,-212.30939369024992,-0.008171411,0.6002582,0.99655086,-0.9959666,1,-212.30939369024992,0.6264273067546355,0.0,0.6264273067546355,0.6264273067546355,0.622064811625332,0.0,0.622064811625332,0.622064811625332,-0.13463464700651143,0.70754414902766,1.6496536408126417,-2.4996240250218182,-0.2770636320114136,0.0,-0.2770636320114136,-0.2770636320114136,-0.21447927951812745,0.0,-0.21447927951812745,-0.21447927951812745,-0.21622599199414252,0.07338530777897997,-0.027888864278793335,-0.5110251903533936,-0.26751583353341746,0.0,-0.26751583353341746,-0.26751583353341746,-0.061783288812875314,0.0,-0.061783288812875314,-0.061783288812875314,-0.06832727027275899,0.08341660446218219,0.2462105728603698,-0.3531162812575504,2.107563730799042,0.0,2.107563730799042,2.107563730799042,-1.2071066469340304,0.0,-1.2071066469340304,-1.2071066469340304,-0.02342510162415035,1.7193738738006712,5.710130913853929,-4.73030566042039,125000,125,1000.0,0.0,1000,1000,-0.07164654145837449,0.051896562951393194,2.309635875158895,-1.6696242236365433,-71.64654145837477,34.11579636978557,-4.966371137072508,-133.7561679507494,0.04758029,0.22803874,0.41166714,-0.74204445,25,-71.64654145837477,3.4317315003584705e-09,3.030836244542306e-08,8.33724445037376e-08,-6.305868063827269e-08,0.1982170190975823,0.22394759906417358,0.5313680607969429,-0.32950766004251425,-0.00022408815037753069,0.020642620667930437,0.5726628757908186,-0.40908808716756395,-0.03256136590242386,0.02184908092612047,-0.0037094432860612873,-0.08332729935646058,-0.046701178103685376,0.030764470978832215,-0.004404506087303162,-0.11716557741165162,-0.03255932801949233,0.021871124714584862,-0.0016407087445259095,-0.11716557741165162,-0.12962946598800154,0.010041203235815373,-0.11486342218336223,-0.14077567853228887,-0.015676883371492253,0.05783680372447941,0.0668278319930336,-0.09664105894032728,-0.1292271804441252,0.011356965070224255,0.0668278319930336,-0.15259489111684693,2.2003339230661773e-08,8.75570773696585e-08,3.196213507807267e-07,-1.289045445249058e-07,-0.015456969861925423,0.9627613999692568,2.6756873162798005,-1.3675584731512584,0.0008435296402896044,0.0589676071537196,2.6756873162798005,-1.3675584731512584,0.016105162001622375,22.080827411999053,1.0893744139975752,0.23925679999956628,0.0279876209970098,3.483591039002931,26.937142447997758,138.4417826490171,4
7000,0.42558846,0.36646578,-6.9791603,3.3419495,0.9524774,8.074797,1.178393,3.2942803,0.9487432,8.120234,1.2574384,3.2323554,1.1412929,7.7872376,0.11952162,-3.4882858,1.2891319,0.24308747,-10.991752,0.111512095,0.38774773,1.2053803,-1.2481022,-0.1460727,0.041768596,-0.0054813474,-0.36414695,0.2261141985654831,-14.079120635986328,7000,7,1000.0,0.0,1000,1000,-0.13691453648552054,0.9564330601510103,3.253564633708812,-3.4118894520713994,-136.9145364855203,0.0,-136.9145364855203,-136.9145364855203,0.1473986,0.5861105,0.99704075,-0.99822634,1,-136.9145364855203,1.162266619618657,0.0,1.162266619618657,1.162266619618657,0.2936092780331806,0.0,0.2936092780331806,0.2936092780331806,0.0057717647288361715,0.7311393309163822,2.1612670260779066,-2.243857015630022,-0.3381697654724121,0.0,-0.3381697654724121,-0.3381697654724121,-0.14786089658737184,0.0,-0.14786089658737184,-0.14786089658737184,-0.2191511157333851,0.07350754392379663,-0.05183053612709046,-0.4761978626251221,-0.16595292919858695,0.0,-0.16595292919858695,-0.16595292919858695,-0.019704394887382362,0.0,-0.019704394887382362,-0.019704394887382362,-0.08262355718273412,0.08094373812369614,0.1791797269429788,-0.3465168899177424,-1.4762241750447087,0.0,-1.4762241750447087,-1.4762241750447087,-0.2963454712240451,0.0,-0.2963454712240451,-0.2963454712240451,-0.016401397625775253,1.5255478003639713,5.163631380238841,-5.022487240978888,150000,150,1000.0,0.0,1000,1000,-0.07856337312305674,0.05212222640780953,1.6637964112387817,-1.2045666828602601,-78.5633731230568,35.270058785241645,-13.642918141198695,-141.1005021303882,0.09636844,0.27385542,0.7019582,-0.7655915,25,-78.5633731230568,4.35394779934456e-09,6.222173837420212e-08,1.1218841466931195e-07,-1.747618383340921e-07,0.31120868075324293,0.2271768074352245,0.6189207636172092,-0.1952486358094449,-0.000575479945463579,0.025820044124034394,0.6599675348076158,-0.4551527921005799,-0.05058803106844425,0.02199834721207399,-0.004998408630490303,-0.09412925839424134,-0.0757242751121521,0.02953311973344768,-0.014396028220653535,-0.12902143001556396,-0.05057019287840277,0.022011133654809074,-0.0023353375494480134,-0.12902143001556396,-0.13137801374796437,0.014612739621232265,-0.10871174414815304,-0.15164462845616397,0.017174068653825744,0.046174178521479176,0.08555159186877469,-0.07466752842353588,-0.13090317637703688,0.015960882651596973,0.08555159186877469,-0.1641928610002305,2.767925923928894e-08,6.103735997543622e-08,1.7829316116314733e-07,-9.697858798269052e-08,-0.3922811396256735,1.0034552906055527,1.93882222510912,-1.5193477677784695,0.00011896529879826042,0.055615934603665956,2.028357284777175,-1.5796147419942683,0.013594987998658326,22.730565026999102,1.0005165339971427,0.24169813199841883,0.02700578600342851,3.327092517996789,27.34047298499354,165.92779414600955,5
8000,0.3843078,0.44053966,-6.281193,3.0809562,0.8958254,6.510765,0.82684934,3.163613,0.89414555,6.559103,0.89475244,3.1261935,1.0850686,7.4008203,0.060482025,-2.9245908,1.4024065,1.9465674,-6.035681,0.20844401,0.45285118,1.534203,-1.3905185,-0.16848288,0.060690776,-0.072450794,-0.41084984,0.1701194941997528,-15.782787322998047,8000,8,1000.0,0.0,1000,1000,-0.14078092944853618,0.8009222718613068,2.4972266939817223,-2.7815933500797785,-140.7809294485358,0.0,-140.7809294485358,-140.7809294485358,0.23472913,0.57926494,0.99867105,-0.9899214,1,-140.7809294485358,0.15774875560165214,0.0,0.15774875560165214,0.15774875560165214,0.6454616536977017,0.0,0.6454616536977017,0.6454616536977017,0.1522783064508565,0.4851851328775028,1.6542268960359863,-1.3417131602946597,-0.3063373565673828,0.0,-0.3063373565673828,-0.3063373565673828,-0.156038236618042,0.0,-0.156038236618042,-0.156038236618042,-0.2343873678356409,0.07498731967634532,-0.010604220628738404,-0.44831595420837406,-0.14982798982715387,0.0,-0.14982798982715387,-0.14982798982715387,-0.10546661436482456,0.0,-0.10546661436482456,-0.10546661436482456,-0.12176907285797603,0.10377172595679499,0.21879154574566426,-0.41662674925968424,-4.617057923626961,0.0,-4.617057923626961,-4.617057923626961,-0.3608516200207393,0.0,-0.3608516200207393,-0.3608516200207393,-0.007771448609452845,1.416911725809437,4.5907917270173755,-4.737507355159886,175000,175,1000.0,0.0,1000,1000,-0.09987085214774771,0.06869558920732197,2.8508832274119764,-1.1531521110795624,-99.87085214774784,43.510612268985895,-2.141239145159791,-170.00161771818645,0.15689033,0.3521732,0.77862954,-0.8179696,25,-99.87085214774784,1.932418888794807e-09,4.0784175799905876e-08,1.4455296515336613e-07,-5.829621091413273e-08,0.29437186263744186,0.3343441423671427,0.8955292061289151,-0.27244787365811346,0.00035704181578298603,0.03128790099379674,0.9573547780743852,-0.37655638368845806,-0.08921936571598053,0.04134852687485785,-0.018161214888095856,-0.16653404235839844,-0.11386331832408905,0.04054621136968524,-0.0377742737531662,-0.1804680109024048,-0.08918431832826136,0.04121603904965959,-0.014599028229713441,-0.1804680109024048,-0.15147781050496797,0.02605766532967518,-0.12109346892817721,-0.246015964037985,-0.0244622699125591,0.05195851782332297,0.08862081079933502,-0.09602343784793103,-0.15125980418130391,0.02714898748759404,0.08862081079933502,-0.3441862761485714,2.8932953441128062e-08,1.330064429031564e-07,4.777495203199e-07,-2.749095606328802e-07,-0.3391412033711583,1.4604134743124044,3.282602099388788,-2.025166932567739,0.0004264623291707565,0.0783023983368036,3.282602099388788,-2.025166932567739,0.015675282003940083,22.999790492998727,1.1863498999955482,0.2311320689987042,0.026825866996659897,3.612791241001105,28.072564851994684,194.14708851101022,6
9000,0.40761083,0.41871664,-5.839289,3.2309606,1.1322886,8.283801,0.5224069,3.3098512,1.1024431,8.5065365,0.56341493,3.1426263,1.281658,8.7538,-0.46882558,-2.333881,2.0110004,3.7216003,-7.420927,0.3216929,0.5678696,2.0106788,-1.0682797,-0.20932461,0.100150935,-0.048967257,-0.67783207,0.12877024710178375,-17.05961799621582,9000,9,1000.0,0.0,1000,1000,-0.4091774586350414,0.3108617193872731,0.6949990329757624,-1.3518224968037336,-409.17745863504166,0.0,-409.17745863504166,-409.17745863504166,0.014265656,0.60872746,0.9988778,-0.99765784,1,-409.17745863504166,0.3278168997722114,0.0,0.3278168997722114,0.3278168997722114,0.32927144661998875,0.0,0.32927144661998875,0.32927144661998875,0.0043812309952126005,0.4897926126104784,1.5656620585312353,-1.5958193386003794,-0.3850162982940674,0.0,-0.3850162982940674,-0.3850162982940674,-0.3578528165817261,0.0,-0.3578528165817261,-0.3578528165817261,-0.2224516068994999,0.07399039730730661,-0.045472693443298344,-0.48871660232543945,-0.571093328280594,0.0,-0.571093328280594,-0.571093328280594,0.07228044812529352,0.0,0.07228044812529352,0.07228044812529352,-0.49924032531734314,0.15418363104942334,0.11654089402616398,-0.5924274508022959,1.5279825974867034,0.0,1.5279825974867034,1.5279825974867034,-1.9691459033887615,0.0,-1.9691459033887615,-1.9691459033887615,0.06306430881478954,0.9942110814290177,3.8459853953667635,-3.7394590480925163,200000,200,1000.0,0.0,1000,1000,-0.12287476623590601,0.09457280292747848,2.7456331385112884,-0.8595501050292947,-122.87476623590612,55.84178168571616,-31.005470238194555,-233.87921970698105,0.20930214,0.43700942,0.9247799,-0.77914476,25,-122.87476623590612,-9.146221077074857e-07,4.459908532296638e-06,1.7015718944968228e-07,-2.2761424132156094e-05,0.148544620110893,0.3427604719082287,0.7341315306544588,-0.38564482564358027,0.001276439135812534,0.05394250774022784,0.9435947376739562,-0.8089411616568865,-0.1407356649041176,0.07723770487607663,-0.010706155002117157,-0.28105251789093016,-0.15516410994529725,0.05818230125298196,-0.04733972549438477,-0.2584096908569336,-0.14087078419205548,0.07713526603790012,-0.01046542525291443,-0.2969048261642456,-0.1711267667195117,0.05208556159155248,-0.08489760823722345,-0.3830965681167142,-0.006158134964326316,0.04583314878853989,0.0784194502850544,-0.07650050708800486,-0.17080803421360374,0.05365649981667868,0.07921074616888737,-0.43512367116240747,-1.7424049353645258e-06,8.791809891196848e-06,6.613585663901906e-07,-4.4807053073487804e-05,-0.6987354938521357,1.3656069314725328,2.5953170091640905,-2.945899952003543,0.0013999200565750895,0.14725088719867177,2.9247593507310783,-2.945899952003543,0.015709500999946613,22.435278969998762,1.0950414149992866,0.2394082340033492,0.033382622998033185,4.316875996999443,28.13569673999882,222.43560017900745,7
